person_income,person_home_ownership,loan_percent_income,loan_int_rate,cb_person_default_on_file,loan_status
49200,1,0.07,16.29,1,0
36400,0,0.16,12.87,1,0
37008,0,0.16,14.79,1,0
38000,0,0.16,15.33,1,0
49510,1,0.08,10.62,0,0
49578,1,0.32,13.49,1,0
38160,0,0.16,12.61,0,0
32400,0,0.19,7.9,0,1
33564,0,0.18,16.29,0,1
49853,1,0.24,13.3,1,0
39684,0,0.15,10.99,0,0
49896,1,0.06,10.99,0,0
49901,1,0.17,13.61,1,0
40000,0,0.15,14.54,0,0
50000,1,0.1,7.51,0,0
41280,0,0.15,13.61,1,0
43200,0,0.14,5.42,0,0
44000,0,0.14,9.63,0,0
44500,0,0.13,7.88,0,0
45000,0,0.13,10.99,0,0
45000,0,0.13,11.71,0,0
45000,0,0.13,9.99,0,0
45000,0,0.13,12.61,0,0
50000,1,0.2,6.03,0,0
46000,0,0.13,11.49,0,0
50000,1,0.17,6.03,0,0
50000,1,0.06,7.51,0,0
46500,0,0.13,6.99,0,0
48000,0,0.13,10.99,0,0
48000,0,0.13,11.14,0,0
42000,0,0.14,17.58,0,1
48000,0,0.13,10.08,0,0
50000,1,0.12,11.99,0,0
44000,0,0.14,10.99,0,1
50000,1,0.05,6.99,0,0
50000,0,0.12,8.88,0,0
44000,0,0.14,10.99,0,1
44000,0,0.14,17.04,1,1
50000,0,0.12,10.71,0,0
50004,0,0.12,13.79,1,0
50000,1,0.1,10.0,0,0
52000,0,0.12,10.99,0,0
52000,0,0.12,9.99,0,0
50000,1,0.1,9.63,0,0
50000,1,0.2,10.99,0,0
54981,0,0.11,10.99,0,0
55000,0,0.11,12.99,0,0
50000,1,0.08,10.99,1,0
49000,0,0.12,14.09,1,1
50000,2,0.1,13.35,1,0
50000,1,0.23,10.99,0,0
55182,0,0.11,6.99,0,0
44000,1,0.11,12.23,1,1
50000,1,0.4,6.17,0,0
57000,0,0.11,10.75,0,0
57996,0,0.1,8.59,0,0
59000,0,0.1,5.99,0,0
60000,0,0.1,15.27,0,0
60000,0,0.1,13.57,1,0
50000,1,0.14,10.99,0,0
50000,1,0.2,11.86,0,0
50000,1,0.32,10.99,0,0
50000,1,0.1,6.76,0,0
31000,0,0.23,8.9,0,0
50000,1,0.32,13.48,0,0
50000,1,0.24,12.73,0,0
24000,0,0.29,6.92,0,0
50000,1,0.12,14.96,1,0
65000,0,0.09,12.69,0,0
50000,1,0.24,10.99,0,0
50000,1,0.32,14.26,0,0
50000,1,0.06,15.05,0,0
66000,0,0.09,11.89,0,0
66500,0,0.09,10.25,0,0
50000,2,0.17,10.99,0,0
50000,1,0.06,10.99,0,0
50000,2,0.3,12.21,0,0
50000,1,0.16,7.68,0,0
70000,0,0.09,8.49,0,0
70000,0,0.09,5.79,0,0
70000,0,0.09,7.29,0,0
70000,0,0.09,8.94,0,0
71599,0,0.08,9.63,0,0
50000,1,0.2,9.07,0,0
72000,0,0.08,12.42,0,0
56100,0,0.09,16.49,1,1
72600,0,0.08,10.99,0,0
44000,1,0.21,13.3,0,1
74568,0,0.08,14.26,0,0
44004,1,0.04,10.0,0,1
60520,0,0.08,15.33,1,1
78000,0,0.08,6.99,0,0
78000,0,0.08,9.63,0,0
79000,0,0.08,10.0,0,0
50004,1,0.16,10.99,0,0
50004,1,0.06,8.59,0,0
80000,0,0.07,11.83,0,0
80000,0,0.07,8.94,0,0
80000,0,0.07,12.87,0,0
50016,3,0.21,11.58,0,0
86000,0,0.07,14.84,1,0
86000,0,0.07,7.14,0,0
50400,1,0.25,7.29,0,0
105000,0,0.06,7.14,0,0
110000,0,0.05,8.9,0,0
55000,0,0.04,10.65,0,0
50780,1,0.12,10.99,0,0
51000,2,0.35,9.91,0,0
51000,1,0.39,8.49,0,0
25000,0,0.25,9.91,0,1
44000,0,0.14,5.42,0,0
33500,0,0.19,14.79,0,0
51000,1,0.14,7.88,0,0
55000,0,0.13,16.32,1,0
51000,1,0.28,8.94,0,0
51000,1,0.02,11.83,0,0
51000,1,0.25,12.84,0,0
57600,0,0.12,7.4,0,0
57996,0,0.12,13.61,1,0
51000,1,0.09,11.14,0,0
51000,2,0.24,11.34,0,0
52000,0,0.13,13.85,0,1
54000,0,0.13,10.99,0,1
60000,0,0.12,7.88,0,0
55392,0,0.13,15.95,1,1
51500,2,0.21,7.49,0,0
62000,0,0.11,10.62,0,0
51600,1,0.19,7.51,0,0
65000,0,0.11,7.88,0,0
51996,2,0.16,11.49,0,0
68000,0,0.1,7.51,0,0
73882,0,0.09,9.91,0,0
51996,1,0.14,10.51,0,0
52000,1,0.29,10.99,0,0
75000,0,0.09,6.92,0,0
46000,1,0.12,15.27,0,1
52000,1,0.16,10.99,0,0
52000,1,0.1,10.99,0,0
97600,0,0.07,8.9,0,0
52000,1,0.23,7.29,0,0
52000,1,0.12,8.88,0,0
55000,0,0.04,5.99,0,0
14400,0,0.48,7.66,0,1
52000,2,0.15,15.21,0,0
52000,1,0.04,11.86,0,0
52000,1,0.29,11.86,0,0
52000,1,0.15,7.51,0,0
21600,0,0.3,8.49,0,0
52000,1,0.29,7.88,0,0
24000,0,0.27,7.29,0,0
28800,0,0.23,12.69,0,0
30000,0,0.22,10.37,0,0
30600,0,0.21,10.65,0,0
31400,0,0.21,9.32,0,0
52000,1,0.27,10.99,0,0
52000,1,0.12,8.59,0,0
52000,2,0.06,9.63,0,0
52000,1,0.03,8.32,0,0
52000,2,0.1,10.08,0,0
42000,0,0.15,13.99,1,0
52188,1,0.19,5.79,0,0
52200,1,0.08,10.99,0,0
50000,0,0.13,10.99,0,0
52400,1,0.4,10.38,0,0
52000,0,0.13,10.99,0,0
53000,0,0.12,7.29,0,0
55000,0,0.12,11.03,1,0
60000,0,0.11,11.11,0,0
52660,1,0.28,13.16,1,0
75000,0,0.09,7.9,0,0
46800,1,0.06,7.51,0,1
52800,1,0.05,6.76,0,0
26240,0,0.25,11.49,0,0
53000,1,0.21,10.99,1,0
52479,0,0.13,14.54,0,1
89532,0,0.07,12.53,0,0
19368,0,0.35,12.92,1,1
53000,1,0.04,14.35,1,0
29000,0,0.23,8.88,0,0
50760,0,0.13,16.45,0,0
37500,0,0.18,6.91,0,0
53000,1,0.06,10.62,0,0
47000,1,0.1,14.11,0,1
21120,0,0.3,11.14,0,0
53532,1,0.07,5.42,0,0
53712,1,0.07,13.43,1,0
31200,0,0.21,11.49,0,0
53808,1,0.28,11.71,0,0
32000,0,0.2,7.49,0,0
35000,0,0.18,8.9,0,0
54000,1,0.17,11.71,0,0
54000,1,0.11,13.49,0,0
51000,0,0.13,16.89,1,0
54000,1,0.04,5.99,0,0
60000,0,0.11,9.64,0,0
76644,0,0.08,10.99,0,0
80000,0,0.08,11.71,0,0
80000,0,0.08,13.16,0,0
54000,1,0.09,5.42,0,0
54000,1,0.11,6.17,0,0
55000,0,0.06,9.99,0,0
48000,1,0.19,15.21,1,1
54000,1,0.46,11.49,0,0
54000,1,0.15,10.99,1,0
25000,0,0.28,10.99,0,0
54000,1,0.09,10.99,0,0
48000,1,0.03,13.92,1,1
54000,1,0.07,11.58,0,0
54196,1,0.08,11.49,0,0
48257,1,0.15,15.21,1,1
54500,1,0.14,6.91,0,0
54500,1,0.38,6.91,0,0
32400,0,0.22,10.99,0,0
54538,1,0.37,10.99,0,0
54996,1,0.13,6.92,0,0
54996,2,0.1,7.51,0,0
54996,1,0.16,10.38,0,0
37200,0,0.19,9.32,0,0
37800,0,0.19,11.49,0,0
55000,1,0.3,12.69,0,0
55000,1,0.09,9.91,0,0
35000,0,0.2,16.77,0,1
55000,1,0.18,6.03,0,0
49000,2,0.49,19.03,1,1
41000,0,0.17,9.63,0,0
55000,2,0.28,7.9,0,0
55000,1,0.05,10.99,0,0
42000,0,0.17,6.62,0,0
42000,0,0.17,14.96,1,0
55000,1,0.22,6.62,0,0
55000,1,0.18,5.42,0,0
43000,0,0.16,7.43,0,0
38000,0,0.18,15.99,0,1
44000,0,0.16,8.0,0,0
55000,1,0.11,5.42,0,0
45000,0,0.16,9.91,0,0
45000,0,0.16,12.99,0,0
45000,0,0.16,7.49,0,0
45000,0,0.16,5.42,0,0
55000,1,0.16,5.99,0,0
47000,0,0.15,13.35,1,0
55000,2,0.44,10.37,0,0
55000,1,0.27,10.37,0,0
55000,1,0.21,7.66,0,0
50000,0,0.14,12.87,1,0
50400,0,0.14,11.86,0,0
52000,0,0.13,5.99,0,0
55000,1,0.22,10.99,0,0
53800,0,0.13,9.62,0,0
55000,2,0.24,13.98,0,0
49000,0,0.14,10.74,0,1
55000,0,0.13,6.92,0,0
58500,0,0.12,15.99,1,1
60000,0,0.12,7.9,0,0
55000,1,0.09,7.51,0,0
23000,0,0.31,10.99,0,1
55000,1,0.07,6.39,0,0
24000,0,0.3,10.65,0,0
25200,0,0.29,7.29,0,0
29088,0,0.25,11.71,0,0
55000,2,0.15,11.36,0,0
55000,1,0.18,10.99,1,0
55000,2,0.04,12.53,0,0
55000,1,0.25,13.22,0,0
55000,2,0.16,10.99,0,0
29000,0,0.25,19.03,1,1
49000,1,0.08,15.65,0,1
40000,0,0.18,10.75,0,0
45000,0,0.16,9.63,0,0
50000,0,0.14,13.98,0,0
49074,1,0.16,15.68,1,1
60000,0,0.12,10.99,1,0
60000,0,0.12,5.79,0,0
55236,1,0.12,6.03,0,0
55308,2,0.04,11.49,0,0
66560,0,0.11,10.0,0,0
55500,1,0.14,11.99,0,0
55550,1,0.41,7.49,0,0
55900,1,0.3,8.7,0,0
49993,1,0.25,16.89,0,1
56000,1,0.27,6.99,0,0
95000,0,0.08,8.94,0,0
56000,1,0.11,10.99,0,0
19440,0,0.39,9.01,0,1
56000,1,0.18,12.73,1,0
25000,0,0.3,10.99,0,0
26300,0,0.29,13.47,0,1
56000,1,0.23,9.63,0,0
56004,1,0.11,11.36,0,0
35000,0,0.21,9.99,0,0
36000,0,0.21,11.36,0,0
36684,0,0.2,10.96,0,0
56400,2,0.35,13.57,1,0
38500,0,0.19,8.49,0,0
56500,1,0.18,10.99,0,0
56500,1,0.21,7.49,0,0
56650,1,0.21,13.72,0,0
57000,2,0.26,17.27,0,0
57000,1,0.05,10.99,0,0
57000,1,0.11,10.99,0,0
48000,0,0.16,10.99,0,0
48000,0,0.16,16.29,0,0
48000,0,0.16,11.49,0,0
50000,0,0.15,10.99,1,0
57000,1,0.18,7.51,0,0
55000,0,0.14,8.9,0,0
57000,1,0.05,9.63,0,0
51000,1,0.2,15.68,0,1
58000,0,0.13,12.99,0,0
58000,0,0.13,11.03,1,0
54000,0,0.14,10.99,0,1
57253,1,0.15,5.79,0,0
57359,1,0.16,6.92,0,0
62000,0,0.12,11.36,0,0
64800,0,0.12,9.63,0,0
65000,0,0.12,12.29,1,0
67500,0,0.11,9.88,0,0
57552,1,0.26,9.63,0,0
57600,2,0.07,10.99,0,0
57600,1,0.16,10.99,0,0
68608,0,0.11,10.33,0,0
80000,0,0.09,11.49,0,0
57700,1,0.06,6.99,0,0
95000,0,0.08,7.51,0,0
57996,1,0.26,9.62,0,0
57996,1,0.14,7.88,0,0
55000,0,0.06,13.24,1,1
55000,0,0.06,17.49,1,1
55000,0,0.04,11.14,0,0
55000,0,0.04,6.03,0,0
58000,1,0.03,7.51,0,0
55000,0,0.01,12.18,0,0
21324,0,0.35,14.61,0,1
58000,1,0.11,16.29,0,0
34560,0,0.22,16.89,0,1
52000,1,0.13,14.65,0,1
58000,1,0.14,18.79,1,0
80000,0,0.1,13.49,0,0
30000,0,0.26,16.0,1,1
52700,0,0.15,10.99,0,0
63000,0,0.12,15.23,1,0
58000,1,0.37,6.54,0,0
29808,0,0.26,10.99,1,1
52000,1,0.03,11.36,0,1
58000,1,0.16,13.22,1,0
58000,1,0.09,12.87,0,0
43000,0,0.18,10.99,0,0
58000,1,0.11,11.03,0,0
52200,1,0.31,15.25,0,1
102000,0,0.08,11.99,0,0
18000,0,0.44,6.91,0,1
59000,1,0.15,7.9,0,0
53000,1,0.19,13.98,0,1
24000,0,0.33,13.8,0,1
59000,1,0.15,10.25,0,0
24000,0,0.33,13.61,0,1
59000,1,0.19,10.99,0,0
25000,0,0.32,11.99,0,1
25000,0,0.32,15.65,0,1
59004,1,0.17,7.51,0,0
59484,1,0.09,7.14,0,0
28000,0,0.29,7.49,0,0
59617,1,0.35,15.62,0,0
59800,1,0.3,18.25,1,0
30000,0,0.27,10.99,0,0
30000,0,0.27,14.96,0,0
31000,0,0.26,10.38,0,0
60000,1,0.28,14.65,1,0
32000,0,0.25,6.62,0,0
32000,0,0.25,10.99,0,0
60000,1,0.28,12.69,0,0
33600,0,0.24,10.99,0,0
33996,0,0.24,10.99,0,0
34000,0,0.24,10.99,0,0
35000,0,0.23,13.22,1,0
30000,0,0.27,12.18,0,1
60000,1,0.21,6.62,0,0
30500,0,0.26,11.11,0,1
31000,0,0.26,14.11,0,1
54000,1,0.06,16.89,1,1
60000,1,0.13,5.42,0,0
60000,1,0.24,5.42,0,0
60000,2,0.07,13.49,1,0
60000,1,0.04,11.99,0,0
32000,0,0.25,14.96,1,1
33100,0,0.24,14.26,1,1
39996,0,0.2,7.14,0,0
60000,1,0.03,7.49,0,0
60000,1,0.28,17.99,1,0
60000,1,0.13,10.99,0,0
34000,0,0.24,17.74,0,1
42000,0,0.19,12.69,0,0
60000,1,0.07,10.59,0,0
60000,1,0.06,6.99,0,0
60000,1,0.06,12.99,1,0
43000,0,0.19,11.49,0,0
60000,1,0.3,10.99,0,0
44000,0,0.18,12.53,0,0
60000,2,0.11,17.49,1,0
60000,1,0.13,10.37,0,0
45000,0,0.18,10.74,0,0
39000,0,0.21,14.84,1,1
60000,1,0.2,7.66,0,0
45000,0,0.18,9.63,0,0
60000,2,0.17,17.51,1,0
60000,1,0.15,10.37,0,0
47004,0,0.17,10.99,0,0
48000,0,0.17,5.99,0,0
60000,1,0.04,7.29,0,0
60000,1,0.08,14.09,1,0
50000,0,0.16,17.49,1,0
50000,0,0.16,7.49,0,0
50000,0,0.16,10.99,0,0
54000,1,0.46,15.57,1,1
60000,1,0.15,5.79,0,0
50000,0,0.16,12.84,1,0
60000,2,0.2,6.91,0,0
50000,0,0.16,10.14,0,0
50000,0,0.16,10.99,0,0
44004,0,0.18,10.99,0,1
50700,0,0.16,10.99,0,0
60000,1,0.06,13.35,0,0
51000,0,0.16,13.47,1,0
60000,1,0.25,6.91,0,0
54000,1,0.09,13.23,0,1
60000,1,0.25,7.88,0,0
53052,0,0.15,10.99,0,0
60000,1,0.17,7.51,0,0
49000,0,0.16,15.31,1,1
60000,1,0.23,7.51,0,0
57600,0,0.14,6.03,0,0
53126,0,0.15,10.99,0,1
60000,1,0.2,12.73,0,0
54000,1,0.14,16.07,0,1
60000,0,0.13,10.37,0,0
60000,1,0.25,10.99,0,0
60000,1,0.08,14.59,0,0
60000,0,0.13,9.88,0,0
61500,0,0.13,11.48,0,0
60197,0,0.09,10.99,0,0
60000,2,0.1,14.96,1,0
60000,1,0.17,9.88,0,0
68000,0,0.08,7.9,0,0
60000,1,0.27,16.35,0,0
20000,0,0.25,11.48,0,1
22800,0,0.22,10.59,0,0
27600,0,0.18,10.99,0,0
54000,1,0.11,11.83,0,1
60000,1,0.13,13.92,0,0
60000,2,0.12,10.99,0,0
15000,0,0.33,10.59,0,1
60000,1,0.2,8.94,0,0
16800,0,0.3,8.94,0,1
60000,2,0.08,9.32,0,0
60000,1,0.12,7.68,0,0
60000,1,0.1,9.32,0,0
20004,0,0.25,10.99,0,0
60000,2,0.2,9.63,0,0
21000,0,0.24,15.99,1,1
21000,0,0.24,15.21,0,0
54000,1,0.19,14.93,1,1
24000,0,0.21,14.65,0,0
60000,2,0.2,8.63,0,0
60000,1,0.08,11.72,0,0
24000,0,0.21,10.36,0,0
60000,1,0.08,9.64,0,0
24000,0,0.21,11.14,0,0
24960,0,0.2,6.62,0,0
60996,1,0.25,9.63,0,0
54996,1,0.11,9.76,0,1
26400,0,0.19,10.0,0,0
61000,1,0.25,10.99,0,0
61000,1,0.23,16.29,1,0
61000,1,0.14,10.99,0,0
27036,0,0.18,11.49,0,0
27600,0,0.18,14.59,1,1
55000,1,0.45,10.99,1,1
61000,2,0.24,7.51,0,0
62000,0,0.13,8.49,0,0
62000,0,0.13,9.63,0,0
61000,1,0.16,10.25,0,0
62000,0,0.13,11.12,0,0
61000,1,0.19,13.48,0,0
61000,1,0.16,13.57,0,0
61000,2,0.33,13.22,1,0
61250,1,0.08,8.49,0,0
61260,1,0.1,7.51,0,0
65004,0,0.12,11.83,0,0
61450,2,0.2,7.49,0,0
68500,0,0.12,7.51,0,0
68848,0,0.12,9.63,0,0
61766,1,0.09,7.14,0,0
61776,1,0.19,12.21,0,0
56000,1,0.13,16.29,1,1
72000,0,0.11,7.49,0,0
62000,2,0.08,10.99,0,0
62000,1,0.1,12.99,0,0
62000,2,0.12,7.49,0,0
75000,0,0.11,6.54,0,0
62000,1,0.04,7.66,0,0
74000,0,0.11,16.89,0,1
62000,1,0.08,7.88,0,0
62000,1,0.24,7.88,0,0
62000,1,0.32,10.25,0,0
87000,0,0.09,14.65,1,0
62000,1,0.12,8.59,0,0
87000,0,0.09,13.11,1,0
88000,0,0.09,10.38,0,0
62000,1,0.08,8.0,0,0
86105,0,0.08,6.54,0,1
108000,0,0.07,10.46,0,1
55000,0,0.06,7.14,0,0
55000,0,0.07,15.27,0,1
62400,1,0.04,7.49,0,0
62400,1,0.19,16.89,1,0
55000,0,0.06,10.99,1,0
62400,1,0.23,12.98,1,0
55000,0,0.05,10.99,0,0
62400,1,0.16,14.61,1,0
62400,1,0.11,19.13,0,0
40000,0,0.2,12.98,0,0
62500,1,0.08,8.49,0,0
55000,0,0.06,5.99,0,0
56500,1,0.27,11.14,0,1
62691,2,0.1,13.49,1,0
56900,1,0.11,10.99,0,1
63000,1,0.19,9.91,0,0
33280,0,0.25,13.92,0,0
36000,0,0.23,13.22,0,0
42000,0,0.2,13.49,0,0
63000,1,0.24,10.99,0,0
57000,1,0.03,9.62,0,1
36000,0,0.23,16.32,1,1
42552,0,0.2,13.49,0,0
48000,0,0.17,12.53,1,0
44000,0,0.19,13.57,1,1
63000,1,0.07,7.14,0,0
48000,0,0.17,18.54,0,1
63177,1,0.1,7.49,0,0
70000,0,0.12,7.49,0,0
63500,2,0.04,11.36,0,0
63599,1,0.08,7.91,0,0
73000,0,0.12,14.3,0,1
63996,1,0.19,10.25,0,0
65000,0,0.13,7.88,0,0
64000,1,0.04,6.99,0,0
54000,0,0.16,7.29,0,0
64000,1,0.09,7.29,0,0
45600,0,0.19,12.36,1,0
64000,1,0.23,7.88,0,0
22000,0,0.41,7.66,0,1
58000,1,0.28,15.33,0,1
24600,0,0.37,10.65,0,1
27000,0,0.33,11.11,0,1
64064,1,0.15,10.99,0,0
30000,0,0.3,12.18,0,0
64800,1,0.1,18.25,0,0
30000,0,0.3,16.89,0,1
36000,0,0.25,5.79,0,0
58800,1,0.37,17.74,0,1
64973,1,0.14,10.59,0,0
36000,0,0.25,12.73,1,0
36000,0,0.25,11.83,0,0
65000,2,0.35,8.9,0,0
65000,1,0.17,9.91,0,0
65000,1,0.36,15.27,1,0
65000,1,0.15,13.49,0,0
65000,1,0.23,7.9,0,0
65000,2,0.23,11.71,0,0
65000,1,0.11,16.29,0,0
44700,0,0.2,8.59,0,0
65000,1,0.09,7.49,0,0
44940,0,0.2,8.94,0,0
59000,1,0.25,17.99,0,1
45600,0,0.2,16.29,1,0
45600,0,0.2,10.0,0,0
48960,0,0.18,10.99,0,0
59000,1,0.2,15.62,1,1
45000,0,0.2,11.71,0,1
65000,1,0.09,15.62,1,0
65000,1,0.1,5.79,0,0
40000,0,0.23,7.49,0,0
50000,0,0.18,10.99,0,0
44004,0,0.21,12.84,0,1
65000,1,0.15,10.74,0,0
65000,1,0.23,10.36,0,0
65000,2,0.06,8.88,0,0
65000,1,0.11,14.35,0,0
31000,0,0.3,16.49,0,1
58000,0,0.16,14.72,1,0
65000,1,0.06,10.75,0,0
65000,1,0.11,11.49,0,0
65000,2,0.12,10.62,0,0
65000,1,0.37,10.99,0,0
65000,1,0.06,13.48,1,0
65000,1,0.18,10.62,0,0
33000,0,0.28,8.9,0,0
23004,0,0.41,10.37,0,1
65000,1,0.18,13.92,0,0
38604,0,0.25,10.62,0,0
34000,0,0.28,14.46,0,1
50000,0,0.19,9.88,0,0
65000,1,0.31,12.21,0,0
58000,0,0.16,9.96,0,0
60000,0,0.16,7.14,0,0
65000,1,0.09,9.32,0,0
55000,0,0.17,15.62,0,1
58000,0,0.16,16.35,1,1
65000,0,0.15,11.89,0,0
70000,0,0.14,14.22,0,0
28800,0,0.33,13.49,0,1
32000,0,0.3,9.88,0,0
65004,1,0.38,11.86,0,0
65004,1,0.26,11.26,0,0
59004,1,0.25,10.99,1,1
40000,0,0.24,11.11,0,0
65379,1,0.15,10.39,0,0
65458,1,0.12,7.29,0,0
42000,0,0.23,13.23,0,0
65500,1,0.05,10.99,0,0
59827,1,0.1,15.58,0,1
65993,1,0.14,14.59,0,0
66000,1,0.15,6.62,0,0
54696,0,0.18,9.99,0,0
66000,2,0.09,14.65,1,0
66000,1,0.19,6.62,0,0
55000,0,0.17,11.26,0,0
62000,0,0.15,9.32,0,0
78000,0,0.12,12.99,0,0
66000,1,0.08,13.48,1,0
60000,1,0.22,14.11,1,1
85000,0,0.11,7.51,0,0
66150,2,0.26,12.73,0,0
66200,1,0.21,9.88,0,0
66420,1,0.08,5.99,0,0
60000,0,0.16,13.61,1,0
24300,0,0.4,16.77,0,1
66948,1,0.36,10.62,0,0
19896,0,0.5,17.14,0,1
67000,1,0.04,10.99,0,0
22800,0,0.44,10.99,0,1
23000,0,0.43,13.48,1,1
67000,1,0.22,10.37,0,0
24000,0,0.42,11.86,0,1
24000,0,0.42,9.76,0,1
61000,1,0.26,10.99,1,1
25000,0,0.4,16.29,0,1
25000,0,0.4,6.99,0,1
61020,1,0.16,13.99,0,1
67200,1,0.12,7.9,0,0
25320,0,0.39,14.84,1,1
26000,0,0.38,8.49,0,1
26000,0,0.38,15.31,0,1
26400,0,0.38,19.03,1,1
67600,1,0.49,9.99,0,0
52569,1,0.17,19.47,0,1
67870,1,0.07,10.99,0,0
30000,0,0.33,13.49,0,1
68000,1,0.24,13.49,1,0
68000,1,0.15,11.49,0,0
30000,0,0.33,9.25,0,1
68000,2,0.07,6.99,0,0
68000,2,0.1,7.29,0,0
30000,0,0.33,7.51,0,1
68000,1,0.1,12.61,0,0
68000,1,0.07,7.51,0,0
30400,0,0.33,15.7,1,1
30500,0,0.33,14.22,0,1
68000,1,0.14,8.94,0,0
31200,0,0.32,6.91,0,1
68000,3,0.11,9.63,0,0
31504,0,0.32,10.99,0,1
32000,0,0.31,11.71,0,1
32000,0,0.31,10.38,0,1
32000,0,0.31,13.79,0,1
32400,0,0.31,10.0,0,1
33000,0,0.3,5.99,0,0
68500,1,0.21,15.31,0,0
35000,0,0.29,10.99,0,0
35000,0,0.29,8.49,0,0
29000,0,0.34,10.99,0,1
69000,1,0.29,6.54,0,0
69000,2,0.17,9.32,0,0
36000,0,0.28,6.03,0,0
36000,0,0.28,11.11,0,0
69600,2,0.09,7.9,0,0
36000,0,0.28,8.94,0,0
69736,1,0.04,17.04,0,0
69996,1,0.14,7.66,0,0
69996,1,0.07,10.99,0,0
69996,3,0.09,12.53,0,0
69996,2,0.11,9.32,0,0
38000,0,0.26,8.59,0,0
39204,0,0.26,5.99,0,0
64000,1,0.07,8.9,0,1
70000,1,0.31,7.51,0,0
70000,1,0.18,7.9,0,0
39870,0,0.25,10.65,0,0
70000,1,0.43,10.65,0,0
70000,1,0.26,7.9,0,0
70000,1,0.24,6.03,0,0
70000,1,0.28,7.9,0,0
40000,0,0.25,16.29,0,0
70000,1,0.07,12.69,0,0
64000,1,0.11,18.39,1,1
40000,0,0.25,10.99,0,0
70000,1,0.15,6.99,0,0
70000,1,0.09,5.42,0,0
41000,0,0.24,13.79,0,0
70000,1,0.13,14.54,0,0
70000,1,0.11,7.29,0,0
70000,1,0.17,5.79,0,0
43000,0,0.23,7.9,0,0
70000,1,0.14,6.17,0,0
70000,1,0.17,6.91,0,0
70000,1,0.23,6.91,0,0
70000,1,0.21,15.2,0,0
44000,0,0.23,6.91,0,0
45000,0,0.22,15.99,0,0
70000,1,0.14,10.99,0,0
70000,1,0.13,7.51,0,0
70000,1,0.14,9.88,0,0
70000,1,0.12,7.88,0,0
45000,0,0.22,14.22,0,0
70000,1,0.16,7.51,0,0
70000,2,0.11,10.99,0,0
36000,0,0.12,10.91,1,0
60000,0,0.07,7.49,0,0
64000,1,0.14,10.99,1,1
70000,1,0.14,8.59,0,0
12000,0,0.35,10.99,0,1
54400,1,0.39,18.09,0,1
45500,0,0.22,16.29,0,0
70000,1,0.29,14.26,0,0
70000,1,0.2,16.7,1,0
70000,1,0.09,13.79,0,0
40000,0,0.25,16.0,0,1
46000,0,0.22,12.53,0,0
70000,1,0.3,12.21,0,0
30000,0,0.14,7.49,0,0
70000,1,0.36,12.84,1,0
70000,1,0.36,9.76,0,0
70000,1,0.04,9.64,0,0
70032,1,0.2,9.99,0,0
42000,0,0.1,13.35,0,0
43000,0,0.1,13.49,1,0
48000,0,0.09,10.59,0,0
70800,1,0.17,6.62,0,0
50426,0,0.08,7.49,0,0
55000,0,0.08,12.69,0,0
71000,1,0.16,12.42,0,0
57000,0,0.07,10.99,0,0
71000,1,0.13,10.99,0,0
71000,1,0.17,10.99,0,0
71000,1,0.1,15.38,1,0
65028,1,0.15,15.95,0,1
12000,0,0.33,10.62,0,1
41435,0,0.24,16.45,0,1
72000,1,0.18,10.99,0,0
47508,0,0.21,10.74,0,0
72000,2,0.14,13.49,0,0
72000,1,0.12,6.62,0,0
72000,1,0.21,13.49,0,0
72000,1,0.21,6.03,0,0
48000,0,0.21,11.86,0,0
48000,0,0.21,13.22,0,0
72000,1,0.05,6.99,0,0
72000,1,0.08,5.42,0,0
72000,1,0.07,6.99,0,0
48450,0,0.21,13.61,0,0
42600,0,0.23,15.62,1,1
66000,1,0.03,18.39,0,1
43000,0,0.23,16.89,1,1
49500,0,0.2,7.66,0,0
56100,1,0.09,14.79,1,1
72000,1,0.08,5.99,0,0
72000,1,0.11,6.92,0,0
50000,0,0.2,10.99,0,0
72000,1,0.21,11.86,0,0
66000,1,0.38,11.86,0,1
72000,1,0.11,11.49,0,0
72000,1,0.03,7.51,0,0
50000,0,0.2,9.63,0,0
72000,1,0.14,7.14,0,0
72000,2,0.08,11.36,0,0
56100,1,0.12,16.07,0,1
72000,1,0.2,7.88,0,0
56100,1,0.23,10.99,0,1
51000,0,0.2,12.69,0,0
72000,1,0.1,14.96,1,0
72000,1,0.14,10.99,0,0
72000,1,0.02,13.92,1,0
72000,1,0.11,12.21,0,0
52000,0,0.19,11.71,0,0
72000,1,0.07,12.92,0,0
72061,1,0.06,14.17,1,0
54000,0,0.19,10.99,0,0
54000,0,0.19,13.23,1,0
72800,1,0.27,12.84,1,0
72800,1,0.32,11.58,0,0
54996,0,0.18,13.47,0,0
73000,1,0.07,5.99,0,0
55000,0,0.18,10.99,0,0
73000,1,0.14,7.29,0,0
73000,1,0.14,7.51,0,0
55000,0,0.18,13.79,1,0
56000,0,0.18,13.06,0,0
56448,0,0.18,9.99,0,0
73500,2,0.27,12.18,0,0
58000,0,0.17,10.99,0,0
74000,1,0.15,9.91,0,0
74000,1,0.16,7.51,0,0
60000,0,0.17,10.99,0,0
54000,0,0.19,11.71,0,1
74000,1,0.24,10.99,0,0
74000,1,0.27,12.68,1,0
60000,0,0.17,13.49,0,0
74000,1,0.02,10.62,0,0
60000,0,0.17,7.51,0,0
74000,1,0.22,12.73,0,0
